Severity,Record Type,Source Document,Page,Organization,Date,OCR Original,LLM Resolution,Suggested Problem
High — OCR/legibility,work,UDC20260028-2.pdf,7,Musashinto Academia Musicae,1968-69,3  Intermezzos  on  a  theme  by  Paganini  Op.  35,title: 3  Intermezzos  on  a  theme  by  Paganini  Op.  35 | composer: J.  Brahms,Brahms Op. 35 are 'Variations on a Theme by Paganini'; printed title likely OCR/error
High — OCR/legibility,venue,UDC20260028-2.pdf,11,Musashinto Academia Musicae,1968-69,"Monday,  January  13, 1969 at  10:00 a.m./Mozarl  Hall",place: Mozarl  Hall,Likely 'Mozart Hall' (OCR)
High — OCR/legibility,date,UDC20260028-2.pdf,13,Musashinto Academia Musicae,1968-69,"Wed.  October  19,  1968 Chamber  Chorus  by  Students","date_text: Wed.  October  19,  1968","Day/date mismatch likely OCR (also 'Sat. October 19, 1968' appears below)"
High — OCR/legibility,work,UDC20260028-2.pdf,14,Musashinto Academia Musicae,1968-69,F Phnom Polonaise-Fantasie Np. 61,title: Polonaise-Fantasie  Np.  61 | composer: F  Phnom,Composer likely 'F. Chopin' (OCR garble)
High — OCR/legibility,work,UDC20260028-2.pdf,14,Musashinto Academia Musicae,1968-69,μ  Raval .Alborada del gracioso,title: Alborada  del  gracioso | composer: μ   Raval,Composer likely 'M. Ravel' (OCR garble)
High — OCR/legibility,work,UDC20260028-2.pdf,14,Musashinto Academia Musicae,1968-69,c DraloGov Sonata d minor Op. 14,title: Sonata  d  minor  Op.  14 | composer: c  DraloGov,Composer line garbled; unrecoverable
High — OCR/legibility,work,UDC20260028-2.pdf,15,Musashinto Academia Musicae,1968-69,L.v. Beethoven  ...............................................Grand  Sonata  G  major  Op.  3/,title: Grand  Sonata  G  major  Op.  3/ | composer: L.v.  Beethoven,Opus appears garbled; likely Op. 31
High — OCR/legibility,patron,UDC20260028-20.pdf,1,Melbourne Liedertafel,1899,"IN AID OF THE
HOMŒOPATHIC HOSPI",name: HOMŒOPATHIC HOSPI | role: Beneficiary,OCR truncation; likely 'HOMŒOPATHIC HOSPITAL'
High — OCR/legibility,work,UDC20260028-20.pdf,4,Melbourne Liedertafel,1899,"ARIA—JAV Quesla Sonnba Obscura
Beethoven,","title: ARIA—JAV Quesla Sonnba Obscura | composer: Beethoven,","OCR garbled title; likely a Beethoven aria (e.g., 'Ah! perfido'); comma after composer preserved from OCR"
High — OCR/legibility,work,UDC20260028-20.pdf,6,Melbourne Liedertafel,1899,"Choral  Ode —
^wm βο^ί’ί u JCe Ce ita ’
(Jauat, part 2, Bet 8.)
G. W. L. Matshall-HaiL.","title: Choral  Ode — ^wm βο^ί’ί u JCe Ce ita ’ | composer: G. W. L. Matshall-HaiL | movement_or_selection: (Jauat, part 2, Bet 8.)",OCR garbled title/source reference; likely Goethe/Faust; composer OCR likely 'Marshall-Hall'
High — OCR/legibility,work,UDC20260028-20.pdf,9,Melbourne Liedertafel,1899,"SoxG ®ie Sorefei A Liszt
Orchestrated by Professor Marshall-Hall.",title: SoxG ®ie Sorefei | composer: A Liszt,OCR-garbled title; likely 'Song “Die Lorelei”'; composer text appears garbled
High — OCR/legibility,work,UDC20260028-20.pdf,9,Melbourne Liedertafel,1899,"Ballad —Xoz? Ollin’s Dauqliter
Hamish MacCunn.",title: Ballad —Xoz? Ollin’s Dauqliter | composer: Hamish MacCunn.,OCR-garbled title; likely 'Lord Ullin’s Daughter'
High — OCR/legibility,venue,UDC20260028-21.pdf,1,Melbourne Liedertafel,1899,"TOWN HALL,1","place: TOWN HALL,1",Possible OCR artifact: trailing '1' after 'TOWN HALL'
High — OCR/legibility,organization,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"t Members Amateur Orchestra Conservatorium of Music, 
Melbourne University.","name: Amateur Orchestra Conservatorium of Music, Melbourne University. | role: orchestra (assisting)",Name reconstructed from a line-end; 't' mark denotes membership; possible truncation/line-break OCR issues
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"Williins-
Mr. Dierich (leader)",name: Mr. Dierich | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'; 'leader' indicates concertmaster
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,„Brenncke,name: Brenncke | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,η Boy,name: Boy | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'; leading mark likely ditto for 'Mr.'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,„Hunter,name: Hunter | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,„Hess,name: Hess | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,„Massari,name: Massari | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,„Parkes,name: Parkes | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,„Schieblich,name: Schieblich | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,„Wallenstein,name: Wallenstein | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,„Wright,name: Wright | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"„Weinberg, sen.","name: Weinberg, sen. | part_or_instrument: violin",Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,",, Zelman, A.","name: Zelman, A. | part_or_instrument: violin",Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,τ Miss Archib rid,name: Miss Archib rid | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'; surname likely 'Archibald'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,T „ Cuddon,name: Cuddon | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,t „ Nankivell,name: Nankivell | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,t „ Stanford,name: Stanford | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,t„ Stuckey,name: Stuckey | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,t„Whitley,name: Whitley | part_or_instrument: violin,Instrument heading OCR-garbled; mapped to 'Violin'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"IMaiae -
Mr. Dawson",name: Mr. Dawson | part_or_instrument: viola,Instrument heading OCR-garbled; mapped to 'Viola'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,„Joseph!,name: Joseph! | part_or_instrument: viola,Instrument heading OCR-garbled; mapped to 'Viola'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"„Wiedermann, junr.","name: Wiedermann, junr. | part_or_instrument: viola",Instrument heading OCR-garbled; mapped to 'Viola'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"„ Zelman, V.","name: Zelman, V. | part_or_instrument: viola",Instrument heading OCR-garbled; mapped to 'Viola'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,t „ West,name: West | part_or_instrument: viola,Instrument heading OCR-garbled; mapped to 'Viola'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,τMiss Charge,name: Miss Charge | part_or_instrument: viola,Instrument heading OCR-garbled; mapped to 'Viola'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"’€νΠ09 —
Mr. Harrison",name: Mr. Harrison | part_or_instrument: violoncello (cello),Instrument heading OCR-garbled; mapped to 'Violoncello (Cello)'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,η Fox,name: Fox | part_or_instrument: violoncello (cello),Instrument heading OCR-garbled; mapped to 'Violoncello (Cello)'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"„Montague, A.","name: Montague, A. | part_or_instrument: violoncello (cello)",Instrument heading OCR-garbled; mapped to 'Violoncello (Cello)'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"Τ,, Hore, E. A.","name: Hore, E. A. | part_or_instrument: violoncello (cello)",Instrument heading OCR-garbled; mapped to 'Violoncello (Cello)'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"Pirrvlo
t Mr. Zelman, Ε.","name: Mr. Zelman, Ε. | part_or_instrument: piccolo",Instrument heading OCR-garbled; mapped to 'Piccolo'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"Dies —
Mr. Taylor.
tDr Rudall",name: Mr. Taylor. | part_or_instrument: oboe,Instrument heading OCR-garbled; mapped to 'Oboe'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"Dies —
Mr. Taylor.
tDr Rudall",name: Dr Rudall | part_or_instrument: oboe,Instrument heading OCR-garbled; mapped to 'Oboe'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"©assumi» —
 t Mr. Rudall 
 t„Destreé",name: Mr. Rudall | part_or_instrument: bassoon,Instrument heading OCR-garbled; mapped to 'Bassoon'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"©assumi» —
 t Mr. Rudall 
 t„Destreé",name: Destreé | part_or_instrument: bassoon,Instrument heading OCR-garbled; mapped to 'Bassoon'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"Burns—
Mr. Kühr",name: Mr. Kühr | part_or_instrument: horn,Instrument heading OCR-garbled; mapped to 'Horn'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,„Barwood,name: Barwood | part_or_instrument: horn,Instrument heading OCR-garbled; mapped to 'Horn'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,„ Hingott ,name: Hingott | part_or_instrument: horn,Instrument heading OCR-garbled; mapped to 'Horn'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,„Levey,name: Levey | part_or_instrument: horn,Instrument heading OCR-garbled; mapped to 'Horn'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"Crvnbvnes —
Mr. Lawson, junr.
„Hore, junr.
„Fries","name: Mr. Lawson, junr. | part_or_instrument: trombone",Instrument heading OCR-garbled; mapped to 'Trombone'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"Crvnbvnes —
Mr. Lawson, junr.
„Hore, junr.
„Fries","name: Hore, junr. | part_or_instrument: trombone",Instrument heading OCR-garbled; mapped to 'Trombone'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"Crvnbvnes —
Mr. Lawson, junr.
„Hore, junr.
„Fries",name: Fries | part_or_instrument: trombone,Instrument heading OCR-garbled; mapped to 'Trombone'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"Cuba —
Mr, Lüttich","name: Mr, Lüttich | part_or_instrument: tuba",Instrument heading OCR-garbled; mapped to 'Tuba'
High — OCR/legibility,performer,UDC20260028-21.pdf,4,Melbourne Liedertafel,1899,"Enntpani—
Mr. Munyard",name: Mr. Munyard | part_or_instrument: timpani,Instrument heading OCR-garbled; mapped to 'Timpani'
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Temp leton, H. O.","name: Temp leton, H. O. | part_or_instrument: chorus (unspecified part)",Voice part not specified in this line; appears before section headings; OCR split in surname
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Blundell, R. S.P (on I’ve)","name: Blundell, R. S.P (on I’ve) | part_or_instrument: Second Tenor",'on I’ve' OCR-garbled for 'on leave'
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,Humphrev G.,name: Humphrev G. | part_or_instrument: Second Tenor,Surname OCR-garbled (likely 'Humphrey')
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Muirhead, G. H. (on I’ve)","name: Muirhead, G. H. (on I’ve) | part_or_instrument: First Bass",'on I’ve' OCR-garbled for 'on leave'
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,Templeton. Capt ’I' H.,name: Templeton. Capt ’I' H. | part_or_instrument: First Bass,Middle initial OCR-garbled
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Whitehead, F, 9.","name: Whitehead, F, 9. | part_or_instrument: First Bass",Initial/character OCR-garbled
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Heathershaw,S A on I’ve","name: Heathershaw,S A on I’ve | part_or_instrument: First Bass",OCR-garbled; indicates 'on leave'
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Lewes, II M. (on I’ve)","name: Lewes, II M. (on I’ve) | part_or_instrument: First Bass",Initial OCR-garbled
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Willmott, Η. C.","name: Willmott, Η. C. | part_or_instrument: First Bass",Initial OCR-garbled
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Whitehead, Λ. E.","name: Whitehead, Λ. E. | part_or_instrument: First Bass",Initial OCR-garbled
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Turner, J. I’ (on leave)","name: Turner, J. I’ (on leave) | part_or_instrument: Second Bass",Initial/apostrophe OCR-garbled
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Perrv, S. J. (on I’ve)","name: Perrv, S. J. (on I’ve) | part_or_instrument: Second Bass",Surname OCR-garbled; 'on I’ve' for 'on leave'
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Wilkes, Κ.","name: Wilkes, Κ. | part_or_instrument: Second Bass",Initial OCR-garbled
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Denneston, Η B.","name: Denneston, Η B. | part_or_instrument: Second Bass",Initial OCR-garbled
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Watson, J. (on leave","name: Watson, J. (on leave | part_or_instrument: Second Bass",Line appears truncated by OCR
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Burke, R, Η, (on I've)","name: Burke, R, Η, (on I've) | part_or_instrument: Second Bass",Initials OCR-garbled; 'on I've' for 'on leave'
High — OCR/legibility,performer,UDC20260028-21.pdf,5,Melbourne Liedertafel,1899,"Watkin, Ε J.","name: Watkin, Ε J. | part_or_instrument: Second Bass",Initial OCR-garbled
High — OCR/legibility,work,UDC20260028-21.pdf,9,Melbourne Liedertafel,1899,"Aria —
Qui 83^no non S’accende
(Ji Glautu Magirv)
Mozart.",title: Qui 83^no non S’accende | composer: Mozart. | movement_or_selection: Ji Glautu Magirv,Aria title and parent work OCR-garbled; likely 'Qui sdegno non s’accende' and opera title garbled
High — OCR/legibility,work,UDC20260028-21.pdf,9,Melbourne Liedertafel,1899,"Nocturne
91 iou 111 nez Oliq Al’s Tican
Felix Mendelssohn, Bartholdy.","title: Nocturne | composer: Felix Mendelssohn, Bartholdy.","Context suggests A Midsummer Night’s Dream; parent work garbled; movement context (Act III, Scene 2) noted in prose"
High — OCR/legibility,work,UDC20260028-21.pdf,10,Melbourne Liedertafel,1899,"Choral  Ode —
evicun ^oetlie’o ^JfefcHci”
(IFaitsf, ^arf 2, Het 3.)
G. W. L. Marshall-Hall.","title: evicun ^oetlie’o ^JfefcHci” | composer: G. W. L. Marshall-Hall. | movement_or_selection: (IFaitsf, ^arf 2, Het 3.)","Title/parent work OCR-garbled; context indicates Goethe (Faust, Part 2, Act 3)"
High — OCR/legibility,work,UDC20260028-21.pdf,14,Melbourne Liedertafel,1899,"Aria
(Hampson)
Handel.",title: Aria | composer: Handel. | movement_or_selection: (Hampson),Parent work garbled; likely 'Samson'
High — OCR/legibility,work,UDC20260028-21.pdf,15,Melbourne Liedertafel,1899,"Aria —
Conn ein Schlauket Buzochi
(Der Freischutz)
Weber.",title: Conn ein Schlauket Buzochi | composer: Weber. | movement_or_selection: (Der Freischutz),Aria title OCR-garbled; likely 'Kommt ein schlanker Bursch gegangen'
High — OCR/legibility,work,UDC20260028-21.pdf,16,Melbourne Liedertafel,1899,"Ballad —
Sot? ^Π/Cm’o Daughter
Hamish MacCunn.",title: Sot? ^Π/Cm’o Daughter | composer: Hamish MacCunn.,Title OCR-garbled; likely 'Lord Ullin’s Daughter'
High — OCR/legibility,organization,UDC20260028-30.pdf,3,Musashinto Academia Musicae,1969-71,Chor:Musashino  Academia  Musicae  Oper  Kurse  Choc,name: Musashino  Academia  Musicae  Oper  Kurse  Choc | role: choir,"Organization name appears garbled (""Choc""). Kept as printed."
High — OCR/legibility,performer,UDC20260028-30.pdf,10,Musashinto Academia Musicae,1969-71,Fiordiligi  I  Kyoko  Iwasaki,name: Kyoko  Iwasaki | part_or_instrument: Fiordiligi | associated_work: Cosi  fan  tutte,Role delimiter appears garbled ('I' instead of ':'); assumed assignment 'Fiordiligi'.
High — OCR/legibility,performer,UDC20260028-30.pdf,10,Musashinto Academia Musicae,1969-71,Drabella  : Shinko  Date,name: Shinko  Date | part_or_instrument: Dorabella | associated_work: Cosi  fan  tutte,Role name appears as 'Drabella' in OCR; normalized to 'Dorabella' for role.
High — OCR/legibility,performer,UDC20260028-30.pdf,10,Musashinto Academia Musicae,1969-71,Drabella  : Hiroko  Mogaki,name: Hiroko  Mogaki | part_or_instrument: Dorabella | associated_work: Cosi  fan  tutte,Role name appears as 'Drabella' in OCR; normalized to 'Dorabella' for role.
Medium — inference,performer,UDC20260028-10.pdf,3,Melbourne Liedertafel,1893,"Hon. Gianist § Organist :
Mr . AUGUST SIEDE.",name: Mr . AUGUST SIEDE. | part_or_instrument: Pianist and Organist,Instrumental roles inferred from caption
Medium — inference,performer,UDC20260028-10.pdf,4,Melbourne Liedertafel,1893,"Violi —
Mr. G. II. Schacht.",name: Mr. G. II. Schacht. | part_or_instrument: Viola,Header 'Violi —' assumed to indicate 'Viola'
Medium — inference,performer,UDC20260028-10.pdf,4,Melbourne Liedertafel,1893,„A. Zeplin.,name: A. Zeplin. | part_or_instrument: Viola,Header 'Violi —' assumed to indicate 'Viola'
Medium — inference,performer,UDC20260028-10.pdf,4,Melbourne Liedertafel,1893,",, H. Edwards.",name: H. Edwards. | part_or_instrument: Viola,Header 'Violi —' assumed to indicate 'Viola'
Medium — inference,performer,UDC20260028-10.pdf,4,Melbourne Liedertafel,1893,",, T. Weidermann.",name: T. Weidermann. | part_or_instrument: Viola,Header 'Violi —' assumed to indicate 'Viola'
Medium — inference,performer,UDC20260028-10.pdf,5,Melbourne Liedertafel,1893,"Robinson, Η. J. (on Ive.)","name: Robinson, Η. J. (on Ive.) | part_or_instrument: First Tenor",'on Ive.' likely 'on leave'
Medium — inference,performer,UDC20260028-10.pdf,5,Melbourne Liedertafel,1893,Marshall. Capt. T. S. (on 1.,name: Marshall. Capt. T. S. (on 1. | part_or_instrument: First Tenor,'on 1.' likely 'on leave'
Medium — inference,performer,UDC20260028-11.pdf,6,Melbourne Liedertafel,1893,"Miss Julief Flegellaub (of Ballarat) 
(Her first appearance in Melbourne)",name: Miss Julief Flegellaub,Voice type not stated
Medium — inference,performer,UDC20260028-11.pdf,6,Melbourne Liedertafel,1893,"Miss Fannie Gl^rlcswodli
(Her first appearance in Melbourne)",name: Miss Fannie Gl^rlcswodli,Voice type not stated
Medium — inference,performer,UDC20260028-11.pdf,6,Melbourne Liedertafel,1893,Mr. JH. J. Chamberlin,name: Mr. JH. J. Chamberlin,Voice type not stated
Medium — inference,performer,UDC20260028-11.pdf,6,Melbourne Liedertafel,1893,Signor Jiffilio Buzzi,name: Signor Jiffilio Buzzi,Voice type not stated
Medium — inference,performer,UDC20260028-11.pdf,7,Melbourne Liedertafel,1893,SOLO—MR. J. GLADSTONE WRIGHT,name: MR. J. GLADSTONE WRIGHT | part_or_instrument: soloist | associated_work: Consecration of Song,Voice type not stated
Medium — inference,performer,UDC20260028-11.pdf,7,Melbourne Liedertafel,1893,Signor Attilio Buzzi,name: Signor Attilio Buzzi | associated_work: Si tu Savais,Voice type not stated
Medium — inference,performer,UDC20260028-11.pdf,8,Melbourne Liedertafel,1893,Miss Juliet Flegeltaub,name: Miss Juliet Flegeltaub | associated_work: Convien partir,Voice type not stated
Medium — inference,performer,UDC20260028-11.pdf,9,Melbourne Liedertafel,1893,Mr. A. J. Chamberlin,name: Mr. A. J. Chamberlin | associated_work: Ever Chine,Voice type not stated
Medium — inference,performer,UDC20260028-11.pdf,9,Melbourne Liedertafel,1893,Miss Fannie Charlesworth,name: Miss Fannie Charlesworth | associated_work: I Move thee so,Voice type not stated
Medium — inference,performer,UDC20260028-11.pdf,11,Melbourne Liedertafel,1893,"(With  CELLO OBBLIGATO BY HERR ThEO. LiEBE)
Signor Buzzi",name: Signor Buzzi | associated_work: Hila Stella Confidente,Voice type not stated (singer)
Medium — inference,performer,UDC20260028-11.pdf,11,Melbourne Liedertafel,1893,Miss Juliet Flegeltaub,name: Miss Juliet Flegeltaub | associated_work: The Three Wishes,Voice type not stated
Medium — inference,organization,UDC20260028-13.pdf,4,Melbourne Liedertafel,1889,Yictoman Orchestra,name: Yictoman Orchestra | role: orchestra,Best-guess correction: 'Victorian Orchestra'
Medium — inference,organization,UDC20260028-13.pdf,4,Melbourne Liedertafel,1889,0 Selected Choir of Boys Y,name: 0 Selected Choir of Boys Y | role: boys' choir,Best-guess normalization: 'A Selected Choir of Boys'
Medium — inference,performer,UDC20260028-13.pdf,4,Melbourne Liedertafel,1889,Piss Θ Shannessy,name: Piss Θ Shannessy | part_or_instrument: vocalist,Best-guess: 'Miss O’Shannessy'
Medium — inference,performer,UDC20260028-13.pdf,4,Melbourne Liedertafel,1889,FL 0. H. Gee,name: FL 0. H. Gee | part_or_instrument: vocalist,Best-guess: 'Mr. A. H. Gee'
Medium — inference,performer,UDC20260028-13.pdf,4,Melbourne Liedertafel,1889,"PPbr. G. Θ. Fentum, Hon. Pianist",name: PPbr. G. Θ. Fentum | part_or_instrument: accompanist,Best-guess: 'Mr. G. B. Fentum'
Medium — inference,organization,UDC20260028-13.pdf,5,Melbourne Liedertafel,1889,ïlùetropolitan OLieôertatel,name: ïlùetropolitan OLieôertatel | role: presenting organization,Best-guess correction: 'Metropolitan Liedertafel'
Medium — inference,work,UDC20260028-13.pdf,7,Melbourne Liedertafel,1889,"Cantata “taralô’s œriôal Dopage”
Feinrich Hofmann",title: Cantata “taralô’s œriôal Dopage” | composer: Feinrich Hofmann,Best-guess: 'Harald’s Bridal Voyage' by 'Heinrich Hofmann'
Medium — inference,work,UDC20260028-13.pdf,11,Melbourne Liedertafel,1889,Pianoforte Solo : Concerto in E Flat Major Geethoven,title: Concerto in E Flat Major | composer: Geethoven,Best-guess: 'Beethoven' (probably Piano Concerto No. 5 in E-flat)
Medium — inference,organization,UDC20260028-13.pdf,13,Melbourne Liedertafel,1889,Liedertatel,name: Liedertatel | role: choir,Best-guess correction: 'Liedertafel'
Medium — inference,work,UDC20260028-13.pdf,13,Melbourne Liedertafel,1889,"Selections from “Xa Damnation de jfaust""
Gerlioz","title: Selections from “Xa Damnation de jfaust"" | composer: Gerlioz",Best-guess: 'La Damnation de Faust' by 'Berlioz'
Medium — inference,work,UDC20260028-13.pdf,14,Melbourne Liedertafel,1889,part Song “ Jfarewell” Binkti,title: part Song “ Jfarewell” | composer: Binkti,Best-guess: 'Pinsuti' (Part-song 'Farewell')
Medium — inference,work,UDC20260028-13.pdf,15,Melbourne Liedertafel,1889,"Vocal Waits “ œiue Danube” (By request) 
(ARRANGED BY ELSASSER) Str",title: Vocal Waits “ œiue Danube” | composer: Str | movement_or_selection: (ARRANGED BY ELSASSER),Best-guess: 'Blue Danube' by 'Strauss'; genre likely 'Vocal Waltz'
Medium — inference,work,UDC20260028-15.pdf,12,Melbourne Liedertafel,1889,"Serenade ^^.^«λ
(Tenor  Solo  Mr. W. Clarence Fraser)",title: Serenade,Composer not given on program page
Medium — inference,performer,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,"including:
Mrs.  Belle  Meek",name: Mrs.  Belle  Meek | part_or_instrument: actor | associated_work: Only  An  Orphan  Girl,Role standardized to 'actor' from 'cast' wording.; Associated work title appears on page 6; cross-page inference.
Medium — inference,performer,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,Mrs.  Lorraine  George,name: Mrs.  Lorraine  George | part_or_instrument: actor | associated_work: Only  An  Orphan  Girl,Role standardized to 'actor' from 'cast' wording.; Associated work title appears on page 6; cross-page inference.
Medium — inference,performer,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,Mr. Gavin  Miller,name: Mr. Gavin  Miller | part_or_instrument: actor | associated_work: Only  An  Orphan  Girl,Role standardized to 'actor' from 'cast' wording.; Associated work title appears on page 6; cross-page inference.
Medium — inference,performer,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,Mr. Noel  Henderson,name: Mr. Noel  Henderson | part_or_instrument: actor | associated_work: Only  An  Orphan  Girl,Role standardized to 'actor' from 'cast' wording.; Associated work title appears on page 6; cross-page inference.
Medium — inference,performer,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,Mrs.  Shirley  Richardson,name: Mrs.  Shirley  Richardson | part_or_instrument: actor | associated_work: Only  An  Orphan  Girl,Role standardized to 'actor' from 'cast' wording.; Associated work title appears on page 6; cross-page inference.
Medium — inference,performer,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,Mrs.  Caroline  Crisp,name: Mrs.  Caroline  Crisp | part_or_instrument: actor | associated_work: Only  An  Orphan  Girl,Role standardized to 'actor' from 'cast' wording.; Associated work title appears on page 6; cross-page inference.
Medium — inference,performer,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,Mr. Ron  Gibbs  has  been  employed  to  devise  the  action  of  the  drama,name: Mr. Ron  Gibbs | part_or_instrument: choreographer | associated_work: Only  An  Orphan  Girl,Role 'choreographer' inferred from 'devise the action of the drama' phrasing.
